cust_id,balance,balance_freq,purchases,oneoff_p,installments_p,cash_advance,p_freq,oneoff_p_freq,p_installments_freq,cash_advance_freq,cash_advance_trx,p_trx,credit_limit,payments,minimum_payments,prc_full_payment,tenure
10078,532.334517,0.909091,791.94,516.64,275.3,0.0,0.272727,0.090909,0.181818,0.0,0.0,7.0,6000.0,1305.177304,175.510344,0.0,11.0
10079,5860.433624,1.0,561.87,249.5,312.37,0.0,0.833333,0.166667,0.75,0.0,0.0,14.0,6000.0,1990.044998,2161.428274,0.0,12.0
10080,1727.638449,1.0,606.11,606.11,0.0,0.0,1.0,1.0,0.0,0.0,0.0,17.0,11000.0,2959.920544,623.656993,0.0,12.0
10081,578.809679,1.0,320.0,0.0,320.0,0.0,0.75,0.0,0.666667,0.0,0.0,8.0,1500.0,1438.910569,190.186542,0.0,12.0
10082,1205.716678,1.0,0.0,0.0,0.0,38.325801,0.0,0.0,0.0,0.083333,1.0,0.0,1200.0,29.278671,8242.687678,0.0,12.0
10083,6593.820644,1.0,388.66,388.66,0.0,4621.93458,0.583333,0.583333,0.0,0.416667,7.0,7.0,7000.0,1624.583114,2503.40234,0.0,12.0
10084,17.357563,0.909091,244.85,40.21,204.64,0.0,0.666667,0.166667,0.583333,0.0,0.0,13.0,5000.0,357.802082,121.523416,0.181818,12.0
10085,81.584711,0.272727,0.0,0.0,0.0,2985.300006,0.0,0.0,0.0,0.166667,5.0,0.0,9500.0,116.569033,164.692136,0.0,12.0
10086,3.78631,0.636364,133.05,28.2,104.85,0.0,0.416667,0.166667,0.25,0.0,0.0,5.0,12000.0,210.053432,99.533735,0.444444,12.0
10087,42.46443,0.545455,396.0,0.0,396.0,0.0,0.5,0.0,0.416667,0.0,0.0,12.0,1200.0,725.606194,140.809454,1.0,12.0
10088,1935.362486,1.0,4915.6,4515.34,400.26,293.844792,1.0,1.0,0.333333,0.083333,1.0,50.0,9000.0,4921.066897,594.756686,0.0,12.0
10089,134.917202,1.0,1247.8,1247.8,0.0,0.0,1.0,1.0,0.0,0.0,0.0,22.0,16500.0,1275.229436,171.357189,1.0,12.0
10090,7069.950386,1.0,1603.78,1445.14,158.64,5626.004046,1.0,0.833333,1.0,0.75,23.0,23.0,11000.0,4589.873897,1876.262988,0.0,12.0
10092,8181.251131,1.0,2258.01,1318.78,939.23,5251.228934,1.0,0.75,1.0,0.75,21.0,60.0,13500.0,3021.575846,2074.581541,0.0,12.0
10093,4037.305658,1.0,45.0,45.0,0.0,104.238064,0.083333,0.083333,0.0,0.083333,1.0,1.0,4500.0,1073.844885,968.941265,0.0,12.0
10094,6110.265264,1.0,0.0,0.0,0.0,2717.253917,0.0,0.0,0.0,0.416667,14.0,0.0,6500.0,1502.205631,2864.380327,0.0,12.0
10095,9381.255094,1.0,5100.07,1147.83,3952.24,370.737197,1.0,0.25,0.916667,0.083333,1.0,46.0,9000.0,6409.496345,9827.045323,0.0,12.0
10096,1977.00709,1.0,1032.04,226.9,805.14,4335.919227,0.909091,0.090909,0.818182,0.545455,21.0,17.0,4000.0,3056.424974,910.707525,0.090909,11.0
10097,1321.47608,1.0,45.65,45.65,0.0,495.657934,0.083333,0.083333,0.0,0.083333,1.0,1.0,1800.0,440.840439,312.560636,0.0,12.0
10098,1307.717841,1.0,405.6,405.6,0.0,0.0,0.166667,0.166667,0.0,0.0,0.0,2.0,2400.0,0.0,,0.0,12.0
10099,2329.485768,1.0,213.34,213.34,0.0,0.0,0.25,0.25,0.0,0.0,0.0,3.0,2400.0,0.0,,0.0,12.0
10100,1139.782882,1.0,0.0,0.0,0.0,120.612912,0.0,0.0,0.0,0.083333,1.0,0.0,1200.0,151.823651,2906.110765,0.0,12.0
10101,1619.955708,1.0,739.44,739.44,0.0,0.0,0.666667,0.666667,0.0,0.0,0.0,11.0,6000.0,417.128532,389.138517,0.0,12.0
10102,3505.671311,1.0,0.0,0.0,0.0,1713.984305,0.0,0.0,0.0,0.5,6.0,0.0,4000.0,0.0,,0.0,12.0
10103,4.708041,0.363636,79.0,0.0,79.0,0.0,0.25,0.0,0.166667,0.0,0.0,3.0,7000.0,217.820198,121.781205,1.0,12.0
10104,0.0,0.0,0.0,0.0,0.0,89.849004,0.0,0.0,0.0,0.142857,1.0,0.0,3000.0,138.021428,,0.0,7.0
10105,4.875885,0.666667,20.0,20.0,0.0,0.0,0.111111,0.111111,0.0,0.0,0.0,1.0,1500.0,26.487919,60.913577,0.0,9.0
10106,23.394411,0.272727,1346.28,0.0,1346.28,0.0,1.0,0.0,1.0,0.0,0.0,12.0,2000.0,712.149153,54.79166,0.0,12.0
10107,3539.801912,1.0,2823.8,1540.41,1283.39,0.0,0.916667,0.916667,0.833333,0.0,0.0,75.0,5700.0,9172.788366,2103.796148,0.083333,12.0
10108,0.62424,0.090909,389.96,0.0,389.96,0.0,1.0,0.0,1.0,0.0,0.0,31.0,4500.0,0.0,,0.0,12.0
10109,862.07238,1.0,0.0,0.0,0.0,920.309805,0.0,0.0,0.0,0.083333,1.0,0.0,4000.0,2236.890255,214.828158,0.083333,12.0
10110,2441.542991,1.0,808.0,808.0,0.0,959.857263,0.25,0.25,0.0,0.333333,6.0,4.0,4000.0,532.741699,1026.976,0.0,12.0
10111,408.656365,1.0,941.64,0.0,941.64,0.0,1.0,0.0,1.0,0.0,0.0,12.0,2500.0,1097.78942,176.610605,0.083333,12.0
10112,4986.400804,1.0,0.0,0.0,0.0,5439.467563,0.0,0.0,0.0,0.583333,40.0,0.0,8000.0,1241.538024,1439.230899,0.0,12.0
10113,1246.624558,1.0,423.7,177.64,246.06,412.399058,0.666667,0.166667,0.5,0.083333,2.0,10.0,2000.0,577.050373,498.365419,0.0,12.0
10114,6644.201651,1.0,4478.75,2721.59,1757.16,7205.520805,1.0,0.916667,1.0,0.583333,21.0,64.0,9000.0,10857.94321,2469.571326,0.083333,12.0
10115,156.216753,0.818182,1354.86,585.63,769.23,0.0,0.916667,0.333333,0.833333,0.0,0.0,34.0,5500.0,858.976682,108.319927,0.0,12.0
10116,3393.351236,1.0,0.0,0.0,0.0,1008.348672,0.0,0.0,0.0,0.083333,2.0,0.0,4200.0,0.0,,0.0,12.0
10117,5322.994094,1.0,2812.2,857.12,1955.08,2510.352951,1.0,0.25,1.0,0.333333,8.0,81.0,8500.0,1509.423237,1834.031569,0.0,12.0
10118,6458.56209,1.0,0.0,0.0,0.0,3360.228794,0.0,0.0,0.0,0.25,11.0,0.0,7000.0,1277.76778,2760.115734,0.0,12.0
10119,175.341651,0.818182,1508.9,1252.36,256.54,0.0,0.666667,0.416667,0.333333,0.0,0.0,14.0,5000.0,1884.227778,136.639824,1.0,12.0
10120,680.195157,1.0,1045.57,667.95,377.62,0.0,1.0,0.583333,1.0,0.0,0.0,25.0,3000.0,552.432305,207.720441,0.0,12.0
10121,223.763616,0.636364,2309.78,0.0,2309.78,0.0,0.583333,0.0,0.5,0.0,0.0,12.0,6500.0,1206.81188,99.372848,0.333333,12.0
10122,1785.626943,1.0,0.0,0.0,0.0,576.206382,0.0,0.0,0.0,0.25,10.0,0.0,1800.0,687.691735,2439.136113,0.0,12.0
10123,54.933231,0.272727,495.0,0.0,495.0,0.0,0.166667,0.0,0.166667,0.0,0.0,2.0,7000.0,1969.845566,147.049952,1.0,12.0
10124,2662.629852,1.0,0.0,0.0,0.0,509.023801,0.0,0.0,0.0,0.333333,4.0,0.0,3000.0,932.418855,709.207016,0.0,12.0
10125,8504.876253,1.0,6724.26,4100.08,2624.18,1686.599777,1.0,0.916667,1.0,0.5,10.0,85.0,17000.0,1888.756861,2167.446204,0.0,12.0
10126,1464.324632,1.0,1174.39,1174.39,0.0,0.0,0.25,0.25,0.0,0.0,0.0,8.0,9000.0,0.0,,0.0,12.0
10127,2114.158683,1.0,5580.85,0.0,5580.85,0.0,1.0,0.0,1.0,0.0,0.0,75.0,8500.0,3564.977774,630.00413,0.0,12.0
10128,2876.396444,1.0,0.0,0.0,0.0,998.84867,0.0,0.0,0.0,0.166667,2.0,0.0,3200.0,1065.426905,1412.648089,0.0,12.0
10130,14224.11541,1.0,0.0,0.0,0.0,4614.427403,0.0,0.0,0.0,0.333333,9.0,0.0,19000.0,3066.614272,3406.258999,0.0,12.0
10131,2392.917738,1.0,12462.44,12462.44,0.0,0.0,0.916667,0.916667,0.0,0.0,0.0,217.0,2800.0,11628.71557,2000.990921,0.0,12.0
10132,57.453201,0.75,0.0,0.0,0.0,272.713302,0.0,0.0,0.0,0.125,1.0,0.0,1200.0,385.853874,84.697292,0.166667,8.0
10133,4245.855092,1.0,1957.3,1077.3,880.0,0.0,0.833333,0.166667,0.583333,0.0,0.0,19.0,5000.0,1004.35474,1086.428906,0.0,12.0
10134,11167.23403,1.0,150.64,150.64,0.0,8362.154254,0.083333,0.083333,0.0,0.5,14.0,1.0,17000.0,2606.059389,2894.077159,0.0,12.0
10135,69.405545,0.090909,0.0,0.0,0.0,2799.714934,0.0,0.0,0.0,0.083333,3.0,0.0,13000.0,0.0,,0.0,12.0
10136,116.654149,0.272727,907.0,907.0,0.0,273.558033,0.25,0.25,0.0,0.083333,1.0,8.0,5000.0,0.0,,0.0,12.0
10137,4637.848144,1.0,1271.12,351.54,919.58,0.0,0.833333,0.25,0.833333,0.0,0.0,33.0,5000.0,1906.032044,3572.279251,0.0,12.0
10138,24.28497,0.636364,250.6,0.0,250.6,0.0,0.583333,0.0,0.5,0.0,0.0,7.0,3000.0,319.762903,173.632006,0.0,12.0
10139,9354.06045,1.0,796.33,796.33,0.0,13748.47131,0.083333,0.083333,0.0,0.666667,16.0,1.0,13000.0,10664.65866,2600.875721,0.083333,12.0
10140,231.108995,1.0,440.0,0.0,440.0,0.0,0.916667,0.0,0.916667,0.0,0.0,22.0,4000.0,554.116542,185.091037,0.0,12.0
10141,1562.633343,1.0,1330.62,1169.63,160.99,0.0,0.5,0.166667,0.25,0.0,0.0,8.0,2000.0,1020.783647,709.610053,0.0,12.0
10142,2494.868559,1.0,5491.79,1390.5,4101.29,0.0,1.0,0.5,1.0,0.0,0.0,52.0,17000.0,1015.311953,615.92402,0.0,12.0
10143,706.132889,1.0,897.86,714.52,183.34,586.268966,0.916667,0.333333,0.916667,0.25,3.0,18.0,1200.0,972.358048,184.524376,0.0,12.0
10144,19043.13856,1.0,22009.92,9449.07,12560.85,0.0,1.0,0.75,1.0,0.0,0.0,216.0,18000.0,23018.57583,18621.01331,0.0,12.0
10145,2235.103331,1.0,720.6,720.6,0.0,723.308724,1.0,1.0,0.0,0.083333,1.0,12.0,2500.0,1061.292471,689.118919,0.0,12.0
10146,947.13081,1.0,197.06,148.66,48.4,0.0,0.333333,0.25,0.166667,0.0,0.0,5.0,1000.0,492.200419,509.384182,0.0,12.0
10147,764.042156,0.818182,0.0,0.0,0.0,1307.102516,0.0,0.0,0.0,0.166667,3.0,0.0,7500.0,1566.806897,172.959728,0.0,12.0
10148,5347.814547,1.0,0.0,0.0,0.0,4002.353384,0.0,0.0,0.0,0.5,9.0,0.0,7000.0,0.0,,0.0,12.0
10149,10598.46777,1.0,2084.48,1300.48,784.0,0.0,0.666667,0.416667,0.583333,0.0,0.0,13.0,21500.0,3219.621433,3068.125648,0.0,12.0
10150,2163.678757,1.0,5779.36,3436.53,2342.83,0.0,1.0,1.0,1.0,0.0,0.0,97.0,6500.0,4416.41268,546.439139,0.0,12.0
10151,3057.400553,1.0,1025.0,1025.0,0.0,0.0,0.083333,0.083333,0.0,0.0,0.0,2.0,7500.0,698.854095,819.682666,0.0,12.0
10152,19.354559,0.909091,689.7,0.0,689.7,0.0,0.833333,0.0,0.833333,0.0,0.0,10.0,10000.0,746.691026,,0.0,12.0
10153,264.811595,1.0,28.65,28.65,0.0,384.26178,0.083333,0.083333,0.0,0.083333,1.0,1.0,9000.0,1235.630069,194.324456,0.083333,12.0
10154,1108.22253,0.909091,944.96,164.96,780.0,0.0,0.5,0.25,0.416667,0.0,0.0,9.0,1500.0,1955.198953,992.652486,0.0,12.0
10155,906.573724,1.0,1039.2,80.0,959.2,103.102091,0.833333,0.083333,0.833333,0.083333,1.0,11.0,13500.0,1855.235407,468.196732,0.083333,12.0
10156,7679.62904,1.0,4059.93,0.0,4059.93,555.469352,0.583333,0.0,0.5,0.166667,7.0,14.0,7000.0,3685.61062,12854.9397,0.0,12.0
10157,1523.911458,1.0,4075.37,3322.28,753.09,0.0,1.0,1.0,1.0,0.0,0.0,31.0,6500.0,2254.26002,329.29648,0.0,12.0
10158,49.206256,1.0,870.24,0.0,870.24,0.0,1.0,0.0,1.0,0.0,0.0,24.0,8000.0,835.839952,193.011166,1.0,12.0
10159,13673.07961,1.0,9792.23,3959.81,5832.42,2444.445738,1.0,0.75,1.0,0.75,26.0,216.0,20000.0,11717.30794,6042.391629,0.0,12.0
10160,106.455975,0.636364,2463.12,789.53,1673.59,0.0,1.0,0.5,1.0,0.0,0.0,46.0,4000.0,2573.722764,95.342224,0.636364,12.0
10161,119.760904,0.363636,1859.34,0.0,1859.34,0.0,0.333333,0.0,0.25,0.0,0.0,4.0,20000.0,3104.275623,288.903628,0.25,12.0
10162,5837.105453,1.0,3488.49,3262.25,226.24,3303.1523,1.0,1.0,0.5,0.75,15.0,46.0,7900.0,0.0,,0.0,12.0
10163,1734.510004,1.0,0.0,0.0,0.0,66.275851,0.0,0.0,0.0,0.166667,2.0,0.0,1800.0,363.474455,2827.997525,0.0,12.0
10164,2765.748281,1.0,7283.31,5087.31,2196.0,0.0,1.0,1.0,0.666667,0.0,0.0,77.0,11000.0,14373.3929,1058.128452,0.25,12.0
10165,1046.37041,1.0,295.0,295.0,0.0,93.579809,0.083333,0.083333,0.0,0.083333,1.0,2.0,1200.0,439.407082,362.838185,0.0,12.0
10166,2737.367678,1.0,0.0,0.0,0.0,429.691164,0.0,0.0,0.0,0.416667,5.0,0.0,3000.0,778.827993,721.798576,0.0,12.0
10167,4014.818167,1.0,0.0,0.0,0.0,988.356213,0.0,0.0,0.0,0.083333,1.0,0.0,8500.0,1009.185035,1177.149934,0.0,12.0
10168,871.568977,1.0,648.22,115.0,533.22,0.0,1.0,0.083333,1.0,0.0,0.0,27.0,1200.0,1110.886425,208.298424,0.0,12.0
10169,1610.040203,1.0,557.19,525.64,31.55,0.0,0.25,0.083333,0.166667,0.0,0.0,5.0,4000.0,422.711848,616.005839,0.0,12.0
10170,114.593817,1.0,469.98,0.0,469.98,0.0,1.0,0.0,0.833333,0.0,0.0,6.0,1000.0,367.109312,86.102479,0.5,6.0
10171,5800.587339,1.0,0.0,0.0,0.0,369.950794,0.0,0.0,0.0,0.083333,1.0,0.0,6500.0,1346.365584,1972.526015,0.0,12.0
10172,823.103926,0.363636,131.64,0.0,131.64,0.0,1.0,0.0,1.0,0.0,0.0,12.0,8000.0,2916.071564,243.199498,0.0,12.0
10173,595.677343,1.0,5078.14,4330.53,747.61,1424.442602,0.916667,0.666667,0.75,0.083333,1.0,42.0,15000.0,4756.654374,241.894073,0.916667,12.0
10174,1128.124563,1.0,924.6,0.0,924.6,0.0,1.0,0.0,1.0,0.0,0.0,12.0,1000.0,1202.711782,1747.037345,0.0,12.0
10175,349.441102,1.0,1975.4,1393.5,581.9,0.0,0.666667,0.416667,0.333333,0.0,0.0,17.0,4000.0,1795.012223,167.219681,0.0,12.0
10176,840.804076,0.666667,0.0,0.0,0.0,3671.777443,0.0,0.0,0.0,0.222222,5.0,0.0,4000.0,3621.266477,193.171404,0.0,9.0
10177,975.942008,1.0,10221.35,7141.38,3079.97,1620.685551,1.0,1.0,0.833333,0.583333,18.0,130.0,10500.0,10693.49585,347.641073,0.75,12.0
10178,23.111088,0.363636,300.0,0.0,300.0,0.0,0.25,0.0,0.166667,0.0,0.0,3.0,12500.0,291.948834,43.452683,0.181818,12.0
